iter	RMSE
234	17.75827379
235	17.73892061
236	17.72597301
237	17.71166593
238	17.68825383
239	17.66155803
240	17.63760858
241	17.62155932
242	17.60253366
243	17.57647748
244	17.55987128
245	17.54745225
246	17.53243869
247	17.53128426
248	17.51220741
249	17.48475925
250	17.46915638
251	17.4523003
252	17.43712674
253	17.43139025
254	17.40153863
255	17.38937424
256	17.37629848
257	17.35537852
258	17.33332645
259	17.31797291
260	17.29661161
261	17.27576471
262	17.25106136
263	17.23643387
264	17.21609236
265	17.20229529
266	17.18453158
267	17.1658377
268	17.16124309
269	17.14282207
270	17.12759248
271	17.10615428
272	17.09183038
273	17.06509255
274	17.03820611
275	17.02836111
276	17.01248068
277	16.988192
278	16.96763395
279	16.95200091
280	16.94340044
281	16.9226349
282	16.90661098
283	16.89169893
284	16.87045714
285	16.85595018
286	16.83353818
287	16.82248761
288	16.81616092
289	16.79618173
290	16.78114928
291	16.76861875
292	16.74815188
293	16.72857671
294	16.71790254
295	16.70333189
296	16.68987746
297	16.67796402
298	16.67360737
299	16.66367164
300	16.65082982
301	16.63662489
302	16.62176946
303	16.61094282
304	16.59075851
305	16.56872285
306	16.55500418
307	16.53920363
308	16.53215792
309	16.51386331
310	16.50333979
311	16.48526559
312	16.47338089
313	16.44691469
314	16.43245484
315	16.41307565
316	16.39640161
317	16.37795126
318	16.3585228
319	16.34099742
320	16.32515189
321	16.31072009
322	16.29166311
323	16.28372908
324	16.26514536
325	16.25279846
326	16.25101615
327	16.23589964
328	16.2188593
329	16.19938633
330	16.18031708
331	16.15897851
332	16.15175979
333	16.14092839
334	16.12627799
335	16.10821771
336	16.10533954
337	16.0991359
338	16.08521538
339	16.07040929
340	16.06304799
341	16.05485176
342	16.0425208
343	16.02361303
344	16.01014085
345	15.99609471
346	15.9855028
347	15.97260194
348	15.95059552
349	15.93614141
350	15.91698044
351	15.90249244
352	15.88821261
353	15.87718193
354	15.86218572
355	15.84808384
356	15.83465998
357	15.8181481
358	15.80815556
359	15.80741176
360	15.79448141
361	15.77548052
362	15.76727471
363	15.76639838
364	15.75519754
365	15.75323011
366	15.75155915
367	15.73692097
368	15.73597151
369	15.7233685
370	15.71320393
371	15.69787632
372	15.67518891
373	15.6670111
374	15.6506047
375	15.63750323
376	15.62143326
377	15.61698565
378	15.61615848
379	15.61472478
380	15.60836758
381	15.59493294
382	15.58360657
383	15.56315278
384	15.55030718
385	15.53906741
386	15.52419879
387	15.52301459
388	15.52026689
389	15.5193202
390	15.51784536
391	15.50013924
392	15.4854227
393	15.47561007
394	15.46422921
395	15.44971943
396	15.43355216
397	15.41833031
398	15.41046246
399	15.39533444
400	15.38483202
401	15.37185659
402	15.36201782
403	15.34750312
404	15.33342417
405	15.31663425
406	15.29958597
407	15.28874198
408	15.27823939
409	15.26638666
410	15.25078878
411	15.23879436
412	15.23737663
413	15.22723705
414	15.22578148
415	15.21145743
416	15.18871905
417	15.17095745
418	15.16295699
419	15.14258859
420	15.14031626
421	15.12263673
422	15.10911005
423	15.09691575
424	15.08375019
425	15.07365404
426	15.06065614
427	15.05556731
428	15.0462042
429	15.02484471
430	15.01050148
431	14.99432277
432	14.98131643
433	14.96056542
434	14.95187327
435	14.93978548
436	14.92316055
437	14.91739426
438	14.9012022
439	14.89153896
440	14.88297147
441	14.86771018
442	14.85233567
443	14.83870445
444	14.82874137
445	14.81535904
446	14.80356563
447	14.78981396
448	14.78187845
449	14.77328553
450	14.76156597
451	14.75171405
452	14.74652246
453	14.73777891
454	14.7258571
455	14.72521941
456	14.70712693
457	14.70649352
458	14.70542381
459	14.68765825
460	14.67129579
461	14.66405971
462	14.64804187
463	14.64012983
464	14.63160504
465	14.61514068
466	14.60497508
467	14.59475474
468	14.58511982
469	14.58099415
470	14.57602964
471	14.56847431
472	14.56554631
473	14.55270888
474	14.54617675
475	14.5449733
476	14.53273886
477	14.52091808
478	14.51251114
479	14.50692246
480	14.50498068
481	14.49369225
482	14.48533315
483	14.47104307
484	14.45750908
485	14.44369096
486	14.43944329
487	14.43191847
488	14.42042876
489	14.41337581
490	14.40902348
491	14.40007871
492	14.38934775
493	14.37858429
494	14.37245226
495	14.36790873
496	14.35321077
497	14.34235318
498	14.32514447
499	14.30796467
500	14.29546657
501	14.28472195
502	14.28207896
503	14.26955083
504	14.26497037
505	14.25349804
506	14.24238403
507	14.23755812
508	14.22652319
509	14.21835096
510	14.20653586
511	14.20471513
512	14.18972302
513	14.17954186
514	14.1707149
515	14.16226432
516	14.15279129
517	14.1450086
518	14.14421833
519	14.13276913
520	14.12308777
521	14.11433408
522	14.10720684
523	14.09937386
524	14.08559389
525	14.07349619
526	14.06586688
527	14.05183413
528	14.04279716
529	14.04221359
530	14.03024718
531	14.02568007
532	14.01278093
533	14.00155821
534	13.99383737
535	13.98907024
536	13.98478951
537	13.97205401
538	13.96292611
539	13.95361671
540	13.94292875
541	13.93269523
542	13.92476474
543	13.91624926
544	13.90498412
545	13.89697503
546	13.88586839
547	13.86909478
548	13.85948372
549	13.84710711
550	13.83723025
551	13.82851778
552	13.81832151
553	13.80295519
554	13.79417526
555	13.78000084
556	13.77704202
557	13.77573365
558	13.75705173
559	13.74525043
560	13.73234144
561	13.72541154
562	13.71858373
563	13.70981583
564	13.70911859
565	13.6997025
566	13.68932437
567	13.68003793
568	13.66938112
569	13.66126579
570	13.65022237
571	13.64027777
572	13.62757492
573	13.61441139
574	13.60927289
575	13.6025815
576	13.59412153
577	13.58512481
578	13.5766678
579	13.56549603
580	13.55675688
581	13.55122323
582	13.53909004
583	13.52652441
584	13.52032747
585	13.50939847
586	13.50272628
587	13.4943868
588	13.48466706
589	13.47711081
590	13.46416844
591	13.45309335
592	13.45041111
593	13.43765212
594	13.42695811
595	13.42328482
596	13.41645193
597	13.40771276
598	13.39246466
599	13.38722211
600	13.3767423
601	13.36923143
602	13.35557508
603	13.34844693
604	13.33742662
605	13.32809252
606	13.32241669
607	13.31162104
608	13.30211142
609	13.28579076
610	13.27193554
611	13.26240748
612	13.24939582
613	13.23698575
614	13.22668775
615	13.21878629
616	13.2182686
617	13.20847027
618	13.2019466
619	13.19453145
620	13.1870093
621	13.17948828
622	13.16425387
623	13.15106098
624	13.15055831
625	13.14520793
626	13.13114506
627	13.12803624
628	13.11537104
629	13.10610516
630	13.09362615
631	13.08211175
632	13.07374869
633	13.07291965
634	13.06458325
635	13.05444419
636	13.04273007
637	13.03587671
638	13.03188779
639	13.01852209
640	13.01799418
641	13.01457115
642	13.00384154
643	12.9947475
644	12.98425111
645	12.97810566
646	12.96691235
647	12.95654325
648	12.94922506
649	12.93677306
650	12.92403867
651	12.91207322
652	12.9001508
653	12.89061016
654	12.88005336
655	12.87349313
656	12.86822715
657	12.85853566
658	12.85615292
659	12.84824929
660	12.84172816
661	12.83379104
662	12.82339655
663	12.81580012
664	12.80720763
665	12.80211828
666	12.78844826
667	12.78794183
668	12.78023733
669	12.76251465
670	12.75393913
671	12.75270261
672	12.74154731
673	12.72975963
674	12.71913087
675	12.70907529
676	12.70132623
677	12.68844171
678	12.6808471
679	12.6739659
680	12.66245869
681	12.65291459
682	12.64370429
683	12.63655436
684	12.62851827
685	12.62048282
686	12.61020449
687	12.60154553
688	12.59560811
689	12.58908961
690	12.57769661
691	12.56548557
692	12.56080443
693	12.55253042
694	12.55132022
695	12.53875042
696	12.52928642
697	12.52046293
698	12.51415927
699	12.50329419
700	12.49755543
701	12.4907335
702	12.48084393
703	12.47622913
704	12.46460003
705	12.4606801
706	12.45604013
707	12.45527331
708	12.44879926
709	12.43608303
710	12.42819265
711	12.4160454
712	12.41054842
713	12.4048183
714	12.40446223
715	12.39665065
716	12.38777072
717	12.37916125
718	12.36731945
719	12.36130467
720	12.35633309
721	12.35261791
722	12.33868964
723	12.33293931
724	12.32364139
725	12.31693288
726	12.30987523
727	12.30420924
728	12.29598375
729	12.28743842
730	12.27832765
731	12.27090365
732	12.2608291
733	12.2475173
734	12.2409813
735	12.23424304
736	12.22813725
737	12.21931093
738	12.20790569
739	12.20597473
740	12.19534384
741	12.19130537
742	12.18774761
743	12.17776105
744	12.17575287
745	12.16345285
746	12.15883575
747	12.15148676
748	12.15107754
749	12.1405875
750	12.13552153
751	12.13042885
752	12.12158734
753	12.11404796
754	12.10303329
755	12.09341932
756	12.08206721
757	12.07485406
758	12.06322696
759	12.05756307
760	12.04230632
761	12.03448317
762	12.03194428
763	12.02405075
764	12.01581767
765	12.00461042
766	11.99346821
767	11.98755316
768	11.98124542
769	11.98078553
770	11.97870988
771	11.97137931
772	11.96264537
773	11.95699619
774	11.94512861
775	11.94225285
776	11.93496002
777	11.93294275
778	11.92716336
779	11.91839694
780	11.91795034
781	11.91330197
782	11.90988184
783	11.89830821
784	11.89152328
785	11.88306981
786	11.87908189
787	11.8710045
788	11.87033901
789	11.86116021
790	11.85257302
791	11.84498816
792	11.84376222
793	11.83513371
794	11.82639564
795	11.81660375
796	11.81311183
797	11.80793922
798	11.80042966
799	11.79938377
800	11.7954317
801	11.78659726
802	11.78043307
803	11.77075812
804	11.76410593
805	11.75631865
806	11.74824393
807	11.73900609
808	11.73016982
809	11.71992781
810	11.70999664
811	11.70260733
812	11.69116671
813	11.67970815
814	11.67193481
815	11.6617152
816	11.65433285
817	11.64136177
818	11.63571472
819	11.63219176
820	11.62449564
821	11.61317834
822	11.60587946
823	11.59869067
824	11.59287697
825	11.58522148
826	11.57351032
827	11.56812968
828	11.5678393
829	11.56042273
830	11.55688502
831	11.55026646
832	11.54435369
833	11.53925735
834	11.53178654
835	11.52231964
836	11.51234767
837	11.50506022
838	11.49206918
839	11.48509265
840	11.47624156
841	11.4676012
842	11.46005127
843	11.45479188
844	11.44712629
845	11.4408926
846	11.4385884
847	11.42992279
848	11.4194871
849	11.41350753
850	11.40967301
851	11.39936648
852	11.3929048
853	11.38958389
854	11.38376049
855	11.37563762
856	11.37529011
857	11.3686836
858	11.36211516
859	11.35001257
860	11.34238229
861	11.33827804
862	11.33057511
863	11.32378032
864	11.31648372
865	11.31208196
866	11.30475977
867	11.29463847
868	11.28796045
869	11.2824512
870	11.27350641
871	11.2629264
872	11.26257532
873	11.25395774
874	11.24622251
875	11.23492926
876	11.22867723
877	11.22609464
878	11.21974259
879	11.21249668
880	11.21075237
881	11.20992822
882	11.20637425
883	11.19833446
884	11.19733214
885	11.18559016
886	11.17853163
887	11.17452677
888	11.16566301
889	11.16515438
890	11.16336266
891	11.15519381
892	11.14823797
893	11.13840816
894	11.12970064
895	11.12458242
896	11.1185908
897	11.1074693
898	11.10032543
899	11.09250318
900	11.08380555
901	11.07292076
902	11.07259187
903	11.063086
904	11.06279071
905	11.05296057
906	11.03967038
907	11.03139577
908	11.02512807
909	11.01684032
910	11.00635167
911	10.9938714
912	10.99348429
913	10.98504104
914	10.97659331
915	10.9676502
916	10.96135507
917	10.9503579
918	10.93928108
919	10.93063194
920	10.92594645
921	10.91376926
922	10.90622449
923	10.9052197
924	10.89768745
925	10.88632819
926	10.87871541
927	10.87265423
928	10.86526136
929	10.85985394
930	10.85635182
931	10.8490389
932	10.84153389
933	10.83280802
934	10.82643229
935	10.81818221
936	10.81056585
937	10.80586719
938	10.79987678
939	10.78976994
940	10.78940292
941	10.78250109
942	10.77718106
943	10.7678649
944	10.76020136
945	10.75222426
946	10.74696739
947	10.73584833
948	10.73546479
949	10.72775308
950	10.71968948
951	10.71175856
952	10.70614635
953	10.69734919
954	10.69463949
955	10.68737767
956	10.67752348
957	10.67041107
958	10.66158077
959	10.65747954
960	10.64818673
961	10.64045973
962	10.63199146
963	10.6225464
964	10.61426526
965	10.61388414
966	10.60985163
967	10.60393196
968	10.60306395
969	10.5960862
970	10.58666477
971	10.57735677
972	10.5671301
973	10.55947525
974	10.55258029
975	10.54398909
976	10.5349281
977	10.52355425
978	10.51606557
979	10.5080055
980	10.50071509
981	10.49496804
982	10.49400839
983	10.48835214
984	10.48259684
985	10.4700924
986	10.46279317
987	10.45337232
988	10.44380147
989	10.44346553
990	10.4368786
991	10.43062948
992	10.42502493
993	10.42096654
994	10.41299087
995	10.4049199
996	10.39810713
997	10.3837064
998	10.37667129
999	10.36420995
